"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08649,0.00539,0.01419,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0.0537,0.45095,0,0,0,0,0.00052,0.01652,0.01221,0.00233,0.01828,0.01149,0.0044,0.00191,0.00142,0.00885,0,0.01483,0.01149,0.01466,0.00852,0,0.00571,0.00486,0.00901,0.02043,0.00644,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0.01185,0.01345,0,0,0.00014,0,0,0.00016,0.00778,0.00841,0.00286,0.00598,0.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.00651,0,0.01208,0.00756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797,0,0,0,0,0,0,0,0,0,0.00781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0.00191,0.00035,0.00143,0,0.00631,0.00624,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00032,0,0,0.00125
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris",0.01043,0.00757,0.01921,0.02648,0.01275,0.00965,0.01996,0.00117,0,0.00569,0,0.00395,0.00058,0.00445,0.00232,0,0.01348,0.0032,0.00023,2e-04,0.00352,0.00293,0.00787,0,0,0,0,0,0,0.00344,0.00192,0,0,0.05749,0.01153,0.19014,0.00055,0.01091,0,0.00698,0.01255,0.04546,0.00661,0.00031,0.01514,0.00885,0.00538,0,0.0013,0.01107,0,0.0266,0.02129,0.01536,0.00967,0.01674,0.02104,0.02411,0.06502,0.11465,0.05985,0,0.00172,0.00151,0.00874,0,0,0,0,0.00223,0.00079,0.00693,0.00688,0.00131,0.03286,0.00851,0,0.00804,0.00146,0,0,0.00351,0.01038,0.00267,0,0.00055,0.00206,0,0,0.00042,0.003,0.00347,0,0.00537,0.00124,0.00117,0.00153,0.00204,0.00315,0.00772,0.00189,0.001,0,0,0.00012,0,0,0,0,0.00481,0,0.00501,0.00928,0.00221,0.03145,0.00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.00147,8e-04,0.00247,0,0.03389,0,0,0.00076,0.0031,0.01044,0.00925,0,0.00139,0,0.06248,0,0,0,0.00056,0.00167,0,0,0,0,0,0.00203,0.00066,0.00012,0.00174,0,0,0,0.00205,0.02084,0.00795,0.00546,0.0165,0.00343,0.00129,0.01501,0.00938,0.04396,0.03778,0.0122,0.02202,0.01622,0,0,0.00333,0,0.00307,0.00078,0,0.01377,0.00572,0.02531,0.01313,0.00106,0.00265,0.00755,0.00427,0.00142,0.00122,0.00633,0,0.00627,0.0149,0.0077,0.01348,0,0,0,0,0,0.00781,0,0.01403,0.00624,0.01876,0.00484,0.00396,0.00052,0.00631,0.00029,0,0,0,0,0,0,0,0.00023,0.00119,0,0.00177
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB15893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389,0.00479,0.00889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152,0.00466,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0.104,0,0.33,0.11724,0.18164,0.05736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944,0,0,0,0.00152,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0,0.28951,0.06239,0.00408,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01145,0.01273,0.00542,0.02618,0.06893,0.26491,0.20981,0,0,0,0,0,0,0,0.06862,0,0,0,0,0,0,0,0,0,0.0241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01073,0.00632,0.00315,0.00087,0,0.01469,0,0,0,0,0,0,0.01198,0.02722,0.01833,0.02982,0.04783,0.0255,0.05163,0.02587,0.02999,0.05947,0.06,0.00987,0.02937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168",0,0,0,0,0,0,0,0.02043,0.02829,0.0442,0.07072,0.02219,0.01327,0.02888,0.03292,0.01348,0.00556,0.00155,0.00189,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01368,0.1863,0,0,0,0,0,0,0.04412,0.03459,0.1444,0.06664,0.04798,0.0228,0,0.08364,0,0.11466,0.0945,0.07147,0.02158,0.01485,0.01983,0.07165,0.05346,0.21436,0.00921,0,0,0,0.02957,0,0,0,0,0.0032,0,0.02456,0.01393,0.01236,0.36524,6e-04,0,0,0,0,0,0,0,0,0,0.00123,0.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04367,0.07904,0.08181,0.08683,0.0636,0.01721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04165,0.01437,0.0058,0,0.01177,0.00098,0.00954,0,5e-04,0.00048,0.01356,0,0,0,0.00161,0.00621,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282,0.00047,0,0.0014,0,0,0,0,0,0,0,0,0.02114,0.02701,0.03249,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0.02586,0.0185,0.05988,0.04862,0.01748,0.00211,0.00522,0.00297,0.00122,0.00696,0.01316,0.00487,0.00222,0.00544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16594,1.58686,0.00016,0.01415,0.00553,0.02795,0.03235,0.08651,0.00143,0,0.02782,0.0189,0.00031,0,0,0.02849,0,0.05305,0.01558,0.03046,0.01143,0.00428,0.03924,0.04268,0.04583,0.0166,0.01316,0,0,0,0.0432,0,0,0,0,0,0,0.00762,0.00616,0.00979,0.17125,0.00165,0.00544,0.02201,0.02783,0.01252,0.00705,0.01339,0,0,0,0.00018,0.00162,0,0,0,0,0,5e-04,0,0,0,0,0,0.00259,0.01454,0.00067,0.00445,0.00838,0.00344,0.02134,0.00801,0.00819,0.03064,0.05075,0.11,0.01414,0.01108,0.03577,0.01528,0.02981,0.00539,0.00192,0.03807,0.04793,0.08096,0,0,0,0,0,0,0,0.00915,0.00305,0.01259,0.01041,0.00555,0.00418,0.01749,0.05689,0,0.00502,0,0.06504,0.01945,0.04107,0,0,0,0.00179,0.00259,0.00251,0.00849,0.04457,0.02316,0.00662,0.02091,0,0,0,1e-04,0,0,0,0,0,0,0,0,0.01893,0.01529,0.03538,0.01816,0.02232,0.08613,0.04115,0,0,0,0.00369,0.03187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201,0.00014,0.0013,0,0,0,0,0.00436,0.01989,0.00693,0.01465,0.01161,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0.09388,0,0,0.02973,0.07998,0.12792,0.04179,0.05247,0.03644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0.04599,0.07636,0.07131,0.02666,0.05672,0.00773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15791,0.04279,0.09912,0.04142,0.01557,0.02963,0.00742,0.00032,0.01724,0.01856,0.05612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0.00551,0.00629,0.00198,0.0076,0.00576,0.00671,0,0,0,0,0.05345,0,0.10128,0,0,0,0,0,0,0,0,0,0,0,0.04108,0.00659,0.00865,0.0274,0.02625,0.01438,0.02365,0,0,0,0,0,0.00607,0.00166,0.03045,0.0275,0.00657,0.10524,0.04072,0,0,0,0,0.02634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02177,0.00921,0.00631,0,0,0.01255,0.04857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448",0,0,0,0.00281,0,0.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0.05154,0,0,0,0,0.00011,0.01419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638,0.00124,0,0,0,0,0,0,0,0,0,0,0,0.00151,0.00237,0.00237,0.00367,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886,0.00855,0.00285,0.00229,0.01981,0,0,0,0,0,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0.00089,0.00815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144,0.05775,0,0,0,0,0,0,0,0,0.00614,0.00049,0,0,0,0.00318,0,0.00743,0.00411,0.00024,0,0,0.00326,0,0.00134,0.01298,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854,0.01502,0.09733,0,0,0,0,0.00611,0.0014,0.00184,0,0,0,0,0,0.00086,0.0019,0.00619,0,0.00114,0.00205,0.00239,0.00325,0.00128,0,0.00053,0.00293,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0.00201,0.00312,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0.01585,0.01094,0.00682,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0,0.00148,0.00149,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_SGB15488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0.01814,0.02897,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0.02823,0,0.00114,0,0,0,0.00333,0,0,0,0,0,0,0,0,0,0.00236,0,0.00051,0,0,0.00916,0.00884,0.02151,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,5e-04,0,0.00147,0.00441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga|s__Peptidiphaga_gingivicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102,0.04491,0,0,0,0,0,0.00139,0,0,0,0,0,0,0.00316,0,0,0,0,0,0,0,0.00254,0.00339,0.00806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0.00355,0.00213,0.01111,0.00914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0.00095,0.00017,0,0.00079,0.0046,0,0.00198,0,0,0,0,0,0.00123,0,0.00713,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_cardiffensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334,0.02649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_meyeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0.01147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01083,0,0,0,0,0,0,0,0,0,0.00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes",0,0,0,0,0,0,0,0.00076,0.00163,0,0,0,0,0.00038,0.00236,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0.09725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199,0,0,0,0,0.0136,0.00211,0,0.00559,0.00583,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0.00206,0.00267,0,0,0.00086,0,0,0,0,0,0,0,0,0,0,0.00109,0.00643,0.00096,0,0,0,0,0.02181,0.00291,0.00543,0.00082,0,0,0,0,0,0,0.01244,0,0,0,0,0,0,0,0,0,0,0.00222,0.00106,0,0.00604,0.00252,0.00944,0.00737,0.00021,0.00019,0.00146,0.00022,0.00155,0,0,0.00524,0.00058,0.00193,0,0.00137,0.00277,0,0,0,0,0.00075,0,0.00526,0.00339,0.00515,0.00497,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0.00416,0,0,0.00093,0,0,0,0,0.01368,0.00569,0.00029,0.00254,0.00991,0,0.00012,4e-05,0,0.00333,0,0,0,0,0.00125,0,0,0.00147,0.00618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0.00131,0,0.01408,0,0,0,0,0,0,0.00209,0.00121,0.00327,0.02015,0,0,0,0,0,0
