"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Bacteria|p__Firmicutes|c__CFGB41366|o__OFGB41366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0.00479,0,0,0,0,0,0,0,0.00315,0.00374,0.00115,0,6e-05,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB41715|o__OFGB41715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63489,0.29776,0.34306,0.21779,0.03821,0.10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB42358|o__OFGB42358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01192,0.01031,0.02392,0.01332,0.0231,0.0315,0.0043,0.00232,0.01104,0.02649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0.00392,0.01134,0.00287,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.00448,0,0,0.01397,0.01134,0,0,0,0,0,0,0,0,0,0,0,0.02951,0.02036,0.03788,0.03456,0.03883,0.02267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805,0.03427,0.02227,0.15162,0,0.0053,0.00534,0.00431,0.00458,0.00375,0.00362
"k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691",0,0,0,0,0,0,0,0.2593,0.11102,0.0569,0.09848,0,0,0,0,0,0,0.11507,0.08557,0.06411,0.04061,0.04362,0.04547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982,0.10901,0.0444,0.06235,0.03873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12536,0.06133,0.06938,0.16407,0.09696,0.0788,0,0.00577,0.01473,0.02049,0.03481,0.01505,0.01524,0.06661,0.04909,0.07618,0.01247,0.05007,0.04164,0,0,0,0,0.03026,0.02569,0.0455,0.03523,0.05559,0.0598,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491,0.02934,0.02959,0.01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02142,0,0.00856,0.01209,0.09322,0.09321,0.04785,0.04968,0.05094,0.04219,0.02074,0,0,0,0,0,0.03603,0.05086,0.05675,0.03801,0.05763,0.04456,0.02952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03904,0.04494,0.03115,0.05652,0.01817,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4549|o__OFGB4549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0.00136,0.00397,0,0.00199,0,0.01,0.00286,0.00201,0.00928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0.00127,0,0,0,0.00118,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0.03769,0.01669,0.01405,0.00941,0.01173,0.01443,0.0084,0.01466,0,0.00349,0,0,0.00015,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01248,0.01702,0.03865,0,0,0,0,0,0,0,0,0.00601,0.0021,0.00388,0.00415,0,0.00858,0,0.05738,0.01098,0.01286,0.08441,0.05042,0,0,0.01742,0.00598,0,0.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256,0.003,0.00297,0.00043,0.0017,0.00329
"k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17292,0.19065,0.13384,0.24307,0.1082,0.19352,0.00938,0.00519,0.00081,0,0.00033,0.00931,0.13231,0.65918,0,0.43783,0.33831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787,0.01244,0.01739,0.01784,0.00024,0.00695,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0.01002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.00092,0.00533,0.00821,0.00355,0.00586,0.01745,0,0,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9732|o__OFGB9732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0.00403,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9736|o__OFGB9736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464,0.00364,0.00346,7e-05,0.01344,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0.01511,0.0095,0.00735,0.00025,0,0,0,0,0,0,0,0.00103,0.00023,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0.00356,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9830|o__OFGB9830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.01001,0,0.08226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0.00768,0.00081,0,0.00992,0.01304,0,0,0,0,0,0,0.01893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.05607,0.0306,0.00853,0,0,0,0,0,0,0.01643,0.04732,0.00968,0.00299,0.01654,0.04151
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales",0,0,0,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0.00446,0.00713,0.01126,0.00999,0.00557,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0,0.00016,0.00186,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554,0.01484,0.00553,0,0.00767,0,0.10054,0.00746,0.02891,0.01603,0.01267,0.04904,0.03688,0.02965,0,0,0,0,0,0.13277,0.10906,0.09181,0.01345,0,0,0,0.00433,0.00132,0.00093,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04701,0.03936,0.03959,0.14081,0.01132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02228,0,0.00893,0.01918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913,0,0,0,0.00372,0.00501,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02773,0.02236,0.01605,0.02058,0.0069,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified",5.23735,5.24006,3.47301,0.77951,7.36377,18.63914,39.18079,1.42401,0.24976,0.03539,0.22664,0.25461,0.22529,0.26199,0.31972,0.16609,0.22926,10.87473,13.17753,10.26802,10.19237,14.11656,12.36778,7.34901,11.15411,6.45949,7.19698,13.11995,15.97378,12.47619,16.09543,0,8.37305,13.34792,0.02775,0.02756,3.90584,3.68001,3.17863,6.11145,1.89392,0,3.5667,3.92503,0.90118,0.97363,0.37147,0.13157,3.47779,2.48888,2.90477,2.81229,2.44211,3.21102,4.42653,0.01545,0.00908,0,0.01145,0,0.03801,2.62857,2.43101,2.40035,0.06609,2.18659,3.12989,0.7979,0.92478,1.26085,2.62595,4.79738,5.28342,4.74305,0.07808,6.07928,3.33264,6.6198,4.54133,1.03092,1.81549,0.55494,10.12153,6.6214,23.75825,17.17383,14.85043,20.60102,11.81573,8.45391,5.90621,7.68228,9.47767,9.53406,4.45004,6.60686,7.61415,10.09728,7.25917,0.63222,1.73121,6.40267,8.40376,8.11647,9.65868,8.82837,1.70044,0.98311,1.30554,0.05816,0.44281,1.51421,0.61279,0.07055,0.27711,4.55648,2.6851,0.01216,0.00887,0.001,0.34146,0.29312,0.01237,0.48767,0.11756,0.47276,0.37259,0.04295,0.06749,0.03842,0.22242,5.42003,1.37677,0.90065,0,1.53353,2.25378,2.16813,0.22202,2.57486,0.79336,4.90854,16.3999,3.55779,17.15676,6.31982,0.57926,2.74525,0.81489,0.76106,0.01638,0.36255,2.80875,1.74554,1.47178,0.34408,2.05192,3.51475,0.04396,4.96887,6.82367,7.78621,5.18466,0.68282,4.66338,2.65528,2.4435,3.26959,3.97947,3.87016,1.67693,0,0,0,0,0,17.65537,15.35954,14.25405,16.45478,10.24873,10.91952,12.66331,0.33263,0.81795,0.68098,0.64624,0.65053,1.93696,0.07068,0.71765,0.59867,0.903,0.18974,0.25644,0.02775,0.16741,5.28016,2.51584,3.18367,0.71916,1.39458,3.00953,6.26346,4.40284,1.39485,2.22537,4.25525,3.76817,4.85341,7.89076,3.01527,5.60541,3.7626,0.5052,0.809,1.29639,7.48523,0.02037,3.40501,5.47448,4.13826,8.35781,5.27107,5.60106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales",36.9024,42.82125,48.43622,56.60145,41.43979,15.61587,25.76872,85.45436,75.23015,81.70535,82.09982,64.04291,63.28967,69.82036,68.82084,65.28101,58.25084,65.14864,63.23011,67.91515,66.09136,58.58977,54.7313,39.73697,53.31199,59.96142,51.89568,57.58281,42.12291,45.28957,34.7476,3.03523,38.84715,35.55597,1.51168,7.02317,68.35457,78.8561,62.14912,68.76072,62.68326,11.01356,39.29409,30.7014,63.35092,47.59641,40.35396,31.24924,43.40952,48.09387,11.95701,48.05071,47.10477,47.95192,41.11784,39.61629,32.73188,23.97173,34.86969,3.05173,22.11725,55.76184,54.24451,56.37417,71.34616,47.98437,55.03979,70.51653,72.44595,81.8691,53.16275,44.89819,40.58913,38.35761,49.0859,40.30466,62.15765,47.67206,55.65061,52.56032,51.1204,65.11241,44.36594,56.7875,43.36337,44.50707,45.25351,45.71939,46.79021,55.61573,54.7465,57.72708,46.57279,54.15212,42.97404,43.20848,56.52869,55.97726,54.20075,44.13049,35.14472,53.70434,43.03528,46.55068,53.56591,49.31339,56.6263,54.33733,52.12601,59.29655,57.48493,52.07486,58.25696,48.28196,51.17341,47.49947,43.31584,32.02328,28.45416,12.86109,59.05731,73.75817,76.45829,78.90388,85.28466,82.13574,74.76432,58.66855,55.6033,74.22808,65.2099,54.94608,62.97176,47.99899,1.92846,49.86402,59.59203,63.46668,61.88488,52.50355,55.53903,45.40785,49.30161,49.93479,42.36696,48.77653,33.69126,62.63818,36.27951,49.10406,16.52899,44.46591,45.86018,50.74987,55.51257,49.32731,43.64945,35.74545,57.11083,34.31551,37.98398,30.46021,33.79356,24.66166,60.25178,61.24528,54.28848,44.20247,45.97381,37.51475,47.10335,68.54515,66.26614,61.34254,65.85058,60.96771,50.7385,56.67807,54.89332,49.06055,56.55774,54.65399,55.59226,61.19754,58.38039,54.65194,63.80921,71.85015,52.93443,39.29459,65.58209,68.33189,65.00476,54.03797,66.61756,63.89578,74.22347,65.3337,72.86803,65.21561,65.37555,36.38115,66.99847,55.49429,59.24769,54.72237,73.15058,77.37389,74.85707,72.85002,54.75198,61.67946,42.62872,57.88654,42.71289,32.64072,63.35339,57.68329,19.64131,46.96609,46.6639,47.50806,45.91713,59.61187,52.82841
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales",2.75114,3.50158,3.23469,3.64227,1.39026,0.6054,4.73773,0.89026,1.54694,0.78345,0.21122,0.3834,0.48324,0.23253,0.39179,0.47542,0.89437,0.78903,0.77685,1.10296,1.12932,0.85376,0.79447,2.62236,1.06846,1.52282,1.43683,0.92842,0.60388,1.58638,1.4083,0,2.07322,1.89697,0.06585,0.24133,0.91088,0.81417,1.29864,1.04914,1.1988,0.34864,2.19731,3.11341,3.0889,5.29868,2.44991,1.84196,3.70356,0.28406,0,0.28664,0.4481,0.26111,0.18836,0.79307,0.28141,0.0282,0.91565,0.51783,0.22457,0.92661,0.56707,0.28457,0.55446,0.40449,0.42308,0.9427,0.96805,1.63852,0.35035,0.96277,0.91848,0.86004,1.91562,2.25295,1.94203,1.18548,1.21927,1.391,0.8966,1.15294,1.20412,1.24943,1.6149,2.35068,2.18415,1.93643,3.0505,1.84502,0.35068,0.54519,0.41504,0.84533,0.44418,0.95196,0.88813,1.36882,2.99999,0.43711,0.45862,0.84581,0.28142,0.1715,0.15919,0.35612,0.95631,0.85975,1.41605,0.9735,0.58971,13.24375,4.70112,7.23185,2.86096,2.1084,1.35363,2.36706,1.23497,1.95969,6.28797,3.90665,2.15889,0.39694,0.51789,1.56937,3.04121,1.39935,1.43618,1.10473,0.86377,0.60316,0.89907,0.73808,0.77941,0.97202,0.63354,0.30483,2.30071,0.5933,0.75435,0.31455,0.58201,0.42059,0.10965,4.56536,4.05754,2.21848,3.10887,2.05133,2.38435,4.5695,1.99248,2.0931,0.9875,1.26144,1.15609,0.47388,4.81964,2.04551,1.68566,1.61635,0.74426,0.47148,0.44107,0.26388,0.58616,0.56291,0.29749,0.52309,1.07438,2.10088,9.97146,10.50971,5.75437,4.78307,0.46618,0.63893,0.7353,0.63723,1.42133,0.47998,0.60436,0.64392,0.86695,0.96655,1.10915,0.80766,0.62948,1.77696,4.42759,4.06492,3.43494,6.12848,3.51583,3.85405,10.36996,5.06182,4.59598,1.3261,1.2899,0.31862,0.20308,0.26228,0.39742,0.34878,0.90614,0.5324,0.86159,0.15042,0.21962,0.10213,0.22715,0.13428,2.08931,3.23165,3.24487,2.21598,0.36602,0.52062,0.42665,0.30594,0.28718,0.45184,0.7099
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified",0,0,0,0,0,0,0.02315,0,0,0,0,0.44003,0.25224,0.24376,0.16544,0.19523,0.29946,0.00431,0.00643,0.00759,0.00928,0.00671,0.14905,0,0.02327,0.01549,0.02038,0.00396,0.12409,0.05146,0.444,0,0.34999,0.26083,0,0,0.56001,0.35123,0.36166,0.42796,0.20158,0,0,0,0,0,0,0,0.02803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47406,0.26087,0.06791,0.02586,0.02921,0.00519,0.00307,0.00159,0.01226,0.12223,0.06295,0.04176,0.21569,1.00634,0.80681,0.2741,0.54558,0.1642,1.06043,0.01694,0.02168,0,0.01215,0.0365,0.25744,0.11652,0.06837,0.07116,0.07823,0.06514,0.0424,0.06089,0.02543,0.08173,0.07799,0.14511,0.40449,0.16123,0.01368,0.33637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33421,1.09826,0.44077,0.05248,0.15436,0.72057,0.06626,0,0,0,0,0,0,0,0.06423,0.03467,0.03991,0.12226,0.22949,0.02849,0.03004,0.01859,0.01366,0,0.00249,0.11943,0.14165,0.0561,0.61705,1.08058,0.03586,0.01592,0.00072,0.02057,0.00982,0.08132,0.02228,0.01916,0.02166,0.01436,0.03761,0.00586,0,0,0,0,0,0,0,0.93802,0.67463,0.46868,0.1712,0.3755,0.33977,0.14136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06867,0.23248,0,0,0.10487,0.16161,0.20128,0.11094,0.07551,0.02402,0.0842,0.16851,0,0,0,0,0,0.12763,0.13453,0.10154,0.34496,0.25833,0.10074
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales",0,0,0,0,0,0,0,0,0,0,0,0.65976,0.77482,0.95874,1.11626,0.60201,0.01298,0,0,0,0,0,0,0.5892,0.12751,0.24943,0.25419,0.0198,0.19923,0.28336,0.13752,0,0.00399,0.03191,0,0,0.01887,0.02671,0.00853,0.03916,0.05596,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02679,0,0.00015,0.04591,0.00088,0.93313,1.02185,1.12914,0,1.01374,1.12667,0,0,0,0.89022,0,0,0,0,0,0.63792,0.57477,0.46325,0.59392,0.62519,0.47875,0.80731,0.88926,0.006,0.00841,0.01188,0.00796,0.01161,0.01046,0.49331,0.46546,0.53158,0.53779,0.48327,0,0,0,0,0.29314,0.37431,1.35334,1.41982,1.67713,1.70537,2.01294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12827,0,0,0,0,0,0,0,0.95862,0.41299,0.47863,0.53111,1.99903,1.25608,1.24119,1.05999,2.44835,1.02184,1.5926,0,0,0,0,0,0,0,0,0,0,0,0,3.36248,2.83882,3.05064,3.77781,1.75133,2.49995,4.13572,0,0,0,0,0,0.20757,0.3069,0.39189,0.40981,0.46483,0.70717,0.51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47374,1.12666,0.80577,0.87786,0.03388,0,0,0,0,0,0.56004,0.44192,0.69672,0.41895,0.31906,0.39473
