"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08649,0.00539,0.01419,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387,0.00118,0,0,0.00078,0.00912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01298,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01513,0,0,0,0.01444,0.00755,0.01159,0.00316,0,0,0,0,0,0.00541,0.0274,0.01161,0.00536,0.02571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",0,0,0,0,0,0.00223,0,0,0,0,0,15.70661,6.00736,6.0402,4.79541,7.57318,16.13236,0.72415,0.28566,0.13855,0.98497,0.8603,4.28186,6.70383,2.56587,2.20634,2.75547,1.71137,7.26553,0.79037,0.88085,0,0.2793,4.06932,28.19192,21.58599,0,0,0.0063,0.00064,0,1.33931,2.39317,2.07054,1.1324,2.73085,4.85882,15.84219,0.70084,0.87327,0,0.32498,0.00904,0.09502,0.04481,3.74867,2.12958,15.00632,3.77362,1.50768,1.5187,5.85128,2.91441,3.09875,0,3.97242,8.72261,4.12715,3.70023,1.18588,7.19482,9.39311,10.74479,4.90035,1.13338,15.84203,0.17513,0.17951,0.31286,0.25462,0.12632,1.16235,0.00926,0.00403,0.12037,0.12738,0.06673,0.17236,0.37713,0.02214,1.41935,1.58229,0.47877,0.93689,0.87065,11.53485,10.60736,11.00259,9.15821,5.73151,2.28363,2.38511,6.34961,1.34437,0.86392,0.04098,0,0.38618,0.00776,0,0.28222,2.5042,9.53347,0.30428,7.95871,4.35251,0.79791,0.63802,0.32791,0.00255,0.01583,0,0,0,0,0,0,2.17836,7.18305,1.91336,5.66368,5.82113,7.21422,5.08725,3.53608,0.12846,2.66675,3.93988,0.11213,1.09202,0.07578,0,0,0.00041,0.41995,4.80583,0.48916,0.13301,0.62583,9.13347,1.48532,1.0597,0.0011,0,0,0,0,0,0,1.46627,4.01858,5.49011,7.07932,6.86878,3.67023,2.40404,1.14079,1.43972,0.64733,1.23397,0.9332,0,0.05648,0.26712,0,0,0.00112,0,0,0,0,0.06025,0,2.92802,2.88925,2.36784,1.51224,2.81565,1.04248,4.82462,12.65976,14.55723,12.02159,9.54712,6.24636,17.91578,1.92343,0.07089,0.11548,0.19419,0.02222,0,5.96869,2.65366,1.48333,2.67301,8.78194,1.54559,3.17558,3.66533,1.38493,2.73652,4.24613,4.36209,14.50945,33.82179,10.0694,1.74249,42.00331,6.14019,1.35043,2.58886,3.42118,3.80342,0.99646
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella",0,0.00555,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02309,0.00667,0.80217,0.14684,0.01474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01202,0,0,0,0,0.01674,0.21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889,0.00588,0.01584,0.01035,0,0.00115,0.02689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07924,0.00286,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0.00106,0.00141,0.00918,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04138,0.04907,0.08212,0.08988,0.05619,0.0684,0.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia",0,0,0,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0,0,0,0,0,0.00615,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0.00252,0.00443,0.01496,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.01565,0,0,0,0,0,0,0,0.00635,0.00917,0.00034,0.00072,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0.0085,0.01656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04963,0.0028,0.07049,0,0,0,0,0,0.00379,0,0,0.00081,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0.00108,0.01592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586,0,0,0.00035,0,0,0,0,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068,0.00542,0,0.00057,3e-04,0,0.003,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0.00509,0,0,0,0,0.00091,0,0,0,0,0.00111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0.00371,0,0,0,0,0,0,0,0,0.00081,0.00084,0,0,0,0.00082,0.01117,0,0,0,0,0,0,0,0,0.00217,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0.01793,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Kytococcaceae|g__Kytococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0,0,0,0,0,0.00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01919,0.02231,0.00648,0.01448,0.04422,0.05465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0.00125,0.00101,0.00732,0.00673,0.01235,0,0,0,0,0.00404,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277,0.00034,0,0,0,0,0,0,0.01283,0.01031,0.00102,0.00469,0.00279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0.00088,0.00029,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0.02583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia",0,0,0,0.02514,0,0,0.00038,0,0,0.00669,0.00092,0,0,0,0,0,0.01775,0.00156,0.00096,0,2e-04,0,0,0,0,0,0,0,0.00191,0,0,0,0,0,0.01654,0.74244,0,0.00705,0.00173,0,0.00808,0.11542,0.01229,0,0.00729,0.00011,0.0056,0,0.01818,0.01717,0,0.03838,0.01769,0.00044,0.01072,0.00972,0.00308,0.00571,0.04145,0.12374,0.02581,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0.13762,0,0.00092,0,0.00044,0,0,0,0.01176,0.0018,0,0,0,0,0,0,0.01623,0.01368,0.00389,0.01735,0.00072,0,7e-05,0,0,0.00276,0,0,0.00119,0,0,0,0,0,0,0.00554,0,0,0,0,0,0,0,0,0,0,0.015,0.02262,0,0.03455,0.01443,0.01201,0.10989,0,0,0,0,0,0,0,0.05322,0.00744,0,0,0.01787,0.00179,0.00391,0,0,0,0.04846,0,0.00321,0,0,0.00046,0,6e-04,0,0,0,0.00566,0,0,0,0.00728,0,0.01629,0.00779,0.03423,0,0,0,0.00122,0,0,0,0.03049,0.01303,0.00705,0.03193,0.0333,0.00046,0.00114,0.00184,0,0.00077,0.00028,0,0.00242,0,0,0.0026,0.00246,0.00269,0.00441,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0,0.00221,0.00604,0.00505,0.11553,0,0,0,0,0,0,0,0,0,0.01215,0.00129,0,0,0,0,0.00811
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola",0,0,0,0,0,0,0,0.00609,0.00671,0.00286,0.00546,0,0,0,0,0,0,0.00202,0.00652,0.00087,0.00119,0.00181,0.005,0.00181,0.00607,0.00332,0.00284,0.00024,0,0,0.00132,0,0.00084,0,0.09739,1.08568,0,0,0,0,0,0,0.01293,0,0.01723,0,0.00413,0.00188,0,0.02911,0,0.0316,0.00755,0.00969,0.00375,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0.00568,0,0.0013,0.01529,0.01103,0.00037,0.00623,0.00352,0,0,0,0.00022,0,0,0,0.00092,0.0146,0.01499,0.01785,0.02262,0.06556,0.00201,0,0,0.00167,0,0,0,0,0,0,0,0.00046,0.00091,0,0,0.00126,0.00572,0.01232,0.01475,0.01937,0.00504,0.00587,0.00093,0.01003,0.00313,0.00062,0,0,0.00054,0.00166,0.00182,0.00725,0.00512,0.00426,0.00154,0,0.01882,0.00011,0.00088,0.01612,0,0.00171,0.00072,0,0.03559,0,0,0,0.00554,0.00909,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0.00067,0,0.00148,0.00486,0,0.02075,0.01262,0.00911,0.01141,0.00129,8e-05,0,0.00058,0,0,0.00067,0.00093,0,0,0,0,0,0,0,0.01636,0.03599,0.02923,0,0.00039,0.00067,0.03668,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0.00727,0.01194,0.00824,0,0.00182,0.00038,0,0.00166,0.00033,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0.08089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0.00042,0,0,0.00287,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB10022",0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0.0027,0.00054,0.00115,0,0.00142,0.00131,0.00113,0.00592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium",0,0,0,0,0,0.00152,0,0,0.00152,0.00224,0,0,0,0,0.02582,0.00486,0,0,0,0,0,0,0.00317,0,0,0.00223,0,0,0,0,0,0,0,0,0.00059,0.04449,0,0,0,0,0.01994,1.63592,0,0,0.0033,0,0,0,0,0.00119,0,0,0,0,0,0,0,0.00578,0,0.00234,0,0,0,0,0,0,0,0.00266,0.00022,0,0,0,0,0,0,0,0.02059,0.00604,0,0,0.00108,0,0.00549,0.00353,0,0.00686,0.00958,0,0.00342,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01078,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908,0,0.0211,7e-04,0.00238,0,0,0,0,0,0,0.00266,0,0,0,0,0.00045,0,0,0,0.08868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634,0.00136,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0.00074,0.00291,0.03035,0,0,0.0152,0.00258,0.00935,7e-05,0,0,0.00281,0.00209,0.00272,0,0.00745,0.00703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442|g__GGB51960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04836,0.08982,0.19592,0.19205,0.02824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15406,0.12747,0.10151,0.09941,0.04914,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB9370|o__OFGB9370|f__FGB9370|g__GGB51959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02083,0.10843,0,0,0.01581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872,0.01756,0.00598,0,0.00447,0.00585,0,0,0.00558,0.00843,0.02278,0.01728,0.02746,0.02488,0.00943,0.00855,0,0.08231,0.01226,0,0,0,0,0.00245,0.00369,0.00237,0,0.0035,0.0022,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318,0.0274,0.07444,0.07076,0.07623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0.00183,0.01176,0.05321,0.03164,0.0154,0.017,0.01882,0.01043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
