"","GO-Pt20-C1D3","GO-Pt6-C3D1","GO-Pt6-C1D3","GO-Pt15-C1D3","GO-Pt20-C3D1","GO-Pt18-C3D1","GO-Pt20-Baseline","GO-Pt14-Baseline","GO-Pt14-C1D3","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt11-Baseline","GO-Pt14-C2D1","GO-Pt17-C2D1","GO-Pt13-Baseline","GO-Pt13-C2D1","GO-Pt11-C1D7","GO-Pt21-Baseline","GO-Pt4-C3D1","GO-Pt6-C2D1","GO-Pt4-C1D3","GO-Pt2-C2D1","GO-Pt18-C1D7","GO-Pt7-Baseline","GO-Pt1-C1D1","GO-Pt19-Baseline","GO-Pt2-Baseline","GO-Pt12-C2D1","GO-Pt20-C1D1","GO-Pt11-C1D3","GO-Pt11-C2D1","GO-Pt18-C2D1","GO-Pt7-C1D3","GO-Pt9c-C2D1","GO-Pt17-Baseline","GO-Pt7-C2D1","GO-Pt12-C1D3","GO-Pt2-C1D7","GO-Pt13-C1D7","GO-Pt9c-Baseline","GO-Pt12-Baseline","GO-Pt4-C1D1","GO-Pt2-C1D3","GO-Pt1-C1D7","GO-Pt17-C1D7","GO-Pt7-C1D1","GO-Pt15-C1D1","GO-Pt12-C3D1","GO-Pt1-C2D1","GO-Pt9c-C1D1","GO-Pt15-Baseline","GO-Pt20-C1D7","GO-Pt1-Baseline","GO-Pt21-C1D7","GO-Pt6-C1D1","GO-Pt13-C3D1","GO-Pt15-C2D1","GO-Pt13-C1D3","GO-Pt14-C3D1","GO-Pt15-C1D7","GO-Pt4-Baseline","GO-Pt19-C2D1","GO-Pt21-C1D1","GO-Pt14-C1D1","GO-Pt13-C1D1","GO-Pt20-C2D1","GO-Pt19-C1D7","GO-Pt7-C1D7","GO-Pt21-C1D3","GO-Pt2-C3D1","GO-Pt12-C1D1","GO-Pt19-C1D3","GO-Pt17-C1D1","GO-Pt19-C3D1","GO-Pt4-C2D1","GO-Pt6-C1D7","GO-Pt18-C1D3","GO-Pt12-C1D7","GO-Pt2-C1D1","GO-Pt1-C1D3","GO-Pt35-C2D1","GO-Pt34-C1D1","GO-Pt50-C1D7","GO-Pt38-Baseline","GO-Pt42-C2D1","GO-Pt23-C1D7","GO-Pt23-C1D3","GO-Pt33-C1D1","GO-Pt30-C1D3","GO-Pt32-C2D1","GO-Pt32-Baseline","GO-Pt35-C1D3","GO-Pt43-C1D1","GO-Pt25-C1D1","GO-Pt34-C1D3","GO-Pt22-C1D7","GO-Pt45-C1D7","GO-Pt32-C1D1","GO-Pt42-Final","GO-Pt29-C1D1","GO-Pt30-Baseline","GO-Pt42-C1D3","GO-Pt45-C1D3","GO-Pt43-C2D1","GO-Pt31-C1D1","GO-Pt14-Final","GO-Pt35-C1D7","GO-Pt44-C1D3","GO-Pt42-C1D1","GO-Pt38-C1D3","GO-Pt17-C3D1","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt25-Baseline","GO-Pt25-C3D1","GO-Pt29-C2D1","GO-Pt33-Final","GO-Pt31-C1D3","GO-Pt47-C1D3","GO-Pt43-C1D3","GO-Pt22-C2D1","GO-Pt45-C3D1","GO-Pt42-Baseline","GO-Pt23-C2D1","GO-Pt33-C2D1","GO-Pt38-Final","GO-Pt50-C1D1","GO-Pt31-C3D1","GO-Pt34-Baseline","GO-Pt17-Final","GO-Pt50-C3D1","GO-Pt39-Baseline","GO-Pt32-C1D3","GO-Pt35-C1D1","GO-Pt31-Baseline","GO-Pt24-Baseline","GO-Pt23-Baseline","GO-Pt47-Baseline","GO-Pt45-Final","GO-Pt35-C3D1","GO-Pt40-Baseline","GO-Pt30-C3D1","GO-Pt32-C1D7","GO-Pt29-C1D3","GO-Pt45-C2D1","GO-Pt45-C1D1","GO-Pt9c-C1D3","GO-Pt16-Baseline","GO-Pt35-Final","GO-Pt25-C1D3","GO-Pt50-C1D3","GO-Pt9b-C2D1","GO-Pt22-C1D3","GO-Pt23-C3D1","GO-Pt38-C1D7","GO-Pt25-Final","GO-Pt31-Final","GO-Pt23-C1D1","GO-Pt9b-C1D1","GO-Pt24-C1D1","GO-Pt38-C2D1","GO-Pt35-Baseline","GO-Pt42-C3D1","GO-Pt50-C2D1","GO-Pt30-C1D1","GO-Pt9b-C3D1","GO-Pt33-C1D3","GO-Pt43-Baseline","GO-Pt25-C2D1","GO-Pt47-C1D1","GO-Pt50-Final","GO-Pt42-C1D7","GO-Pt38-C3D1","GO-Pt40-C1D3","GO-Pt47-C2D1","GO-Pt29-Baseline","GO-Pt22-Baseline","GO-Pt43-C1D7","GO-Pt16-C1D1","GO-Pt44-C2D1","GO-Pt22-C1D1","GO-Pt29-C3D1","GO-Pt38-C1D1","GO-Pt31-C2D1","GO-Pt47-C1D7","GO-Pt9b-Baseline","GO-Pt33-C1D7","GO-Pt45-Baseline","GO-Pt31-C1D7","GO-Pt43-C3D1","GO-Pt33-Baseline","GO-Pt50-Baseline","GO-Pt9b-C1D3","GO-Pt43-Final","GO-Pt40-C1D7","GO-Pt44-C1D7","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt1-C3D1","GO-Pt1-Final"
"0a68ec564e278b0246c920ad7de41880",11020,1183,1211,0,8962,0,947,2089,1986,0,0,2815,2505,1389,455,1200,4861,0,299,301,2119,0,0,0,0,0,0,3500,24748,4744,2128,0,0,1185,1446,0,2353,0,664,895,4167,1717,0,0,1572,0,0,10530,0,1920,0,7118,0,0,1197,658,0,516,1316,0,1570,0,0,5728,1210,8105,77,14,0,37,2206,0,1896,0,525,1095,0,1973,0,0,0,0,208,0,574,364,178,0,150,55,190,0,232,232,0,0,258,288,598,316,267,699,538,71,352,818,0,36,587,89,314,0,236,39,190,211,0,1573,0,263,0,504,736,635,0,1781,180,404,0,27,185,0,605,0,379,0,522,0,668,0,124,393,232,282,260,240,369,0,0,394,264,440,0,587,393,107,536,483,415,151,863,0,474,270,168,748,0,264,145,0,268,619,398,178,0,589,0,377,0,855,0,149,100,422,0,494,0,672,1524,131,0,80,633,342,37,48,1215,491,748,977,269,380,724,0,0,0,0,0,0,0,1145,300,69,213,465,138,1168,3730,1260,3136,0,0,0
"59777186ad2e0947e97615b5d6225136",0,0,0,0,0,0,0,499,1706,17,0,7937,2932,4793,1167,642,5029,0,0,0,0,0,27,0,0,7742,3501,1662,0,8130,7110,0,0,3251,3803,0,1310,201,1178,628,2361,0,0,0,5233,0,0,193,0,1655,0,0,0,0,0,1040,0,1605,908,0,0,7652,0,2302,2332,0,9926,0,0,0,1836,15056,3523,1370,0,0,0,2000,2600,0,0,0,401,0,104,703,548,0,0,974,851,0,0,1121,0,0,999,1943,321,850,0,289,734,0,934,426,0,58,377,214,695,65,193,510,967,224,0,2819,0,0,0,409,434,1234,0,38,488,361,0,0,889,0,1494,0,1039,100,1189,0,69,0,87,40,1950,792,618,721,707,0,0,1265,449,483,0,963,1012,417,1917,870,537,994,338,0,54,1702,0,1181,0,0,727,0,743,97,532,75,0,1567,0,0,0,210,0,388,40,458,0,343,0,1870,953,0,0,308,783,0,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,236,674,74,0,0,0
"d46e2205f0c6ecf67b51f83d111c509c",0,2240,20,543,6,3381,0,2546,0,2845,2253,152,83,0,0,37,35,322,0,51,11,0,1681,0,51,6,0,8,18,280,55,4442,0,0,0,20376,0,11,0,6,0,15,5,6185,8,35,988,12,21470,22,489,0,1458,25992,26,0,453,0,18,202,0,24,274,8,0,0,14,8655,182,5,0,0,0,0,0,12,4018,0,0,87,0,3422,0,9,0,29,3,508,0,27,0,0,0,21,5996,384,0,2,0,20,34,0,4,2,0,0,0,133,0,11,0,512,366,0,4,11,39,0,867,5,126,0,0,0,778,24,38,34,3686,291,7,2295,3,0,0,870,86,929,0,0,0,181,276,4,13,0,0,4897,0,6,0,11,675,21,9,0,0,17,139,1851,78,0,0,357,0,9,369,33,8,1674,23,0,2,0,180,57,363,0,380,703,375,117,210,0,100,309,436,0,0,57,593,0,201,599,0,440,0,0,0,0,0,0,0,379,257,714,189,1161,55,575,17,3657,155,185,1572,4,0,0,0,9,3,7769,3
"c24e0e391aa836b5eae25567c7eb89ee",896,0,0,0,747,974,126,62,146,389,260,77,183,0,0,16,492,1253,345,31,16,16,249,4781,0,44,181,90,6676,361,397,489,157,0,0,19941,119,68,48,0,48,84,0,441,0,2032,0,0,92,14,0,823,21,17236,0,60,0,0,51,0,145,206,1078,156,0,676,105,1959,1374,2092,50,61,0,57,85,0,1167,116,270,247,5079,2218,0,303,9,0,0,1290,0,0,17,0,61,0,690,328,0,13,0,37,68,0,0,167,0,6,186,0,0,102,0,13,0,0,0,608,138,0,3219,18,8,11,0,13,737,316,0,0,2665,1422,0,0,0,0,0,25,11,9169,37,5197,0,714,0,20,0,0,0,638,9414,0,0,0,63,13,126,0,0,0,0,637,186,0,0,0,0,0,2721,23,0,2815,0,0,171,0,10537,85,63,55,709,0,100,131,244,0,3028,0,1934,0,0,200,24,0,0,675,0,9,164,191,502,243,112,600,564,2513,2921,2398,3308,3503,2559,537,185,101,346,406,36,0,140,678,51,69,31,0,55
"7b28c20e72c6c95b3e604f0849245770",0,0,0,2635,0,11744,0,11,7,6989,11426,15,11,161,1870,2173,6,0,0,0,1649,0,3414,0,0,0,0,10,7,0,0,9284,0,0,502,6,0,0,3353,0,9,7615,0,0,171,7,18059,18,7,0,4322,0,0,10,0,1634,3872,2490,0,201,3184,8,0,0,3334,0,4,0,0,0,0,0,63,0,1164,0,23209,10,12,0,0,0,441,90,0,2236,164,0,0,67,176,0,89,146,0,0,0,249,0,0,0,0,0,125,19,1905,0,1547,0,346,19,338,1551,32,10,0,0,148,0,276,0,0,0,2083,0,1203,89,27,0,0,528,0,109,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,533,709,0,0,1567,708,67,4471,2431,0,0,319,0,0,483,0,0,0,813,21,0,164,0,231,0,0,0,0,412,0,1698,0,0,515,191,0,0,0,0,1239,3608,0,165,0,73,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675c847bccbc53942ebb7b8cbb4efc4d",0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,19,14,0,5,4447,10716,12,0,0,0,0,0,0,0,0,0,468,0,0,0,0,64,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,11284,0,0,0,0,5844,9,0,26683,0,7244,0,3429,0,0,10,0,17053,6,0,0,0,0,1446,0,0,0,0,0,0,0,0,982,0,0,2264,0,4141,0,0,2628,180,0,3716,0,0,131,4777,0,0,0,424,195,31,0,0,1223,0,0,0,6053,2677,0,0,0,0,215,0,0,0,0,0,0,2091,0,0,0,1438,0,0,0,0,0,2601,802,0,0,0,56,0,0,0,0,0,46,2578,0,0,3,6,0,7030,0,4,0,0,0,251,0,0,2999,0,0,0,0,0,0,0,2687,0,0,0,1464,0,0,0,1126,328,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601101d33cdf43a40bd674a50711af52",760,0,0,0,403,0,191,0,0,1810,512,0,0,639,76,0,3067,0,94,0,0,0,489,0,0,111,0,1737,6393,144,1321,83,0,0,523,0,1311,0,0,41,1680,824,0,0,426,0,0,36,0,367,0,2147,0,0,0,0,0,0,67,0,0,291,0,103,52,430,419,0,0,0,1492,321,80,0,355,0,857,2073,0,0,3477,0,16,2979,0,1361,415,0,172,560,77,3067,2061,0,0,870,27,299,0,0,0,0,24,332,588,0,5362,0,0,1633,37,0,0,0,52,150,0,1151,0,3148,28,225,0,1194,0,1529,0,0,0,0,19,0,1252,3349,822,0,899,0,181,3905,0,0,5694,22,79,80,35,0,1162,0,35,0,921,0,3023,0,27,77,0,341,245,292,0,353,90,87,0,2309,83,0,46,0,551,0,0,725,727,3544,0,46,62,44,582,0,0,0,0,146,84,2245,0,25,0,3099,0,0,404,324,601,919,49,192,0,0,0,0,0,0,0,0,0,0,0,0,454,501,1769,7756,2510,5970,0,0,0
"fd44d4cb468fd7dc9b3227867714ed87",0,2119,1640,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,1100,0,0,0,0,0,7155,0,0,0,0,0,0,0,207,530,0,0,0,0,2250,0,0,0,0,457,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,12481,0,0,0,0,10098,0,0,0,0,6058,396,4578,0,2666,0,0,0,0,0,0,0,0,60,167,204,0,0,306,282,0,2897,176,0,0,0,1633,0,0,0,0,0,89,0,0,0,0,0,0,42,0,0,30,132,0,0,0,0,3296,0,0,0,1411,0,0,0,0,0,516,0,0,2057,0,0,515,816,0,0,0,97,0,2453,0,0,0,44,0,0,145,0,307,0,471,0,46,0,541,561,940,0,0,0,0,0,1501,0,2185,111,0,0,0,0,156,0,0,0,1853,0,0,0,0,0,0,0,632,0,0,0,106,0,0,446,1472,0,0,1590,1301,890,1339,65,2730,854,0,0,0,0,0,0,0,0,0,0,0,0,0,21,66,22,20681,2357,0,0
"0243b68c76049aa1b8c51a20333da950",0,2885,2772,0,0,70,0,91,1272,172,62,1450,2485,2604,1390,501,2459,555,643,723,396,0,65,0,0,0,68,473,0,2681,2365,194,0,2995,1297,0,816,11,782,1767,1037,857,12,0,2080,0,3,47,0,5481,0,0,0,1376,6160,393,0,841,1312,0,1028,0,282,1905,2710,0,145,0,1354,0,922,0,659,0,203,8306,177,1686,285,0,0,0,391,141,144,557,149,0,272,112,118,0,279,109,0,0,206,534,302,0,361,297,351,109,84,521,0,119,82,134,282,5,241,43,197,0,0,672,0,464,0,194,405,487,0,106,610,238,0,0,521,0,347,0,80,6,672,0,206,0,418,565,219,0,170,93,1104,0,0,148,516,718,0,629,132,139,323,144,760,198,148,0,134,753,421,1613,0,524,138,0,491,256,214,2818,0,0,0,788,0,473,0,124,171,499,0,628,0,234,560,279,0,405,538,440,320,93,697,176,196,247,54,115,74,0,0,0,0,0,0,0,0,0,0,0,71,54,0,0,0,0,0,0,0
"836cd5ea357ad392c00a7e48d921be1d",647,734,750,7792,704,0,139,258,318,0,0,0,671,326,0,0,1031,0,0,675,0,0,0,207,276,0,0,607,5664,5960,2466,0,278,773,536,4435,807,0,0,505,188,0,0,956,447,306,9347,18,2125,515,3184,719,1729,11,308,0,1201,0,128,2822,0,0,0,298,0,1397,18,938,0,0,238,0,497,0,0,944,0,864,0,5438,0,0,70,0,92,122,34,804,9,22,51,0,56,119,0,422,324,257,46,65,54,67,294,150,27,177,0,106,0,0,37,259,178,0,340,22,194,213,0,110,639,273,188,522,3325,165,45,46,0,112,158,0,229,0,5,17,256,0,297,0,0,32,159,1025,108,30,246,0,0,61,68,74,851,520,0,55,653,356,71,86,0,0,0,374,16,121,6302,142,78,0,62,34,0,48,0,239,1063,257,0,419,939,270,0,138,0,49,2978,125,180,250,2808,91,33,46,26,62,27,81,38,25,0,19,0,0,0,0,0,0,0,0,710,411,275,328,66,35,0,0,0,0,58,571,700
"2e4f2b53b856c4def6d021d01f5abb70",1892,1238,356,0,1722,0,257,66,668,0,0,0,1059,888,1744,2684,3167,0,0,277,0,757,0,0,0,824,920,517,6560,1611,1154,0,0,686,761,0,181,836,1192,198,128,0,1172,0,856,0,0,1420,0,773,206,1633,0,0,1637,1741,0,665,652,0,0,4236,0,447,2460,1288,2223,0,0,549,160,1513,531,946,0,2757,0,245,1073,0,0,0,152,0,933,317,125,0,194,191,151,0,230,478,0,0,502,412,561,232,449,605,1039,208,365,112,0,31,433,344,149,0,66,108,446,203,0,815,0,397,0,1015,880,438,0,918,141,364,0,27,173,0,1055,0,589,78,419,0,781,0,191,1204,1050,102,381,493,298,0,0,611,220,88,0,651,626,295,702,517,132,960,1212,0,800,348,499,367,0,574,352,0,179,458,385,570,0,384,0,539,0,448,0,345,408,544,0,120,0,1973,1544,597,0,112,162,746,146,56,701,646,827,654,370,754,2070,0,0,0,0,0,0,0,0,0,0,0,183,87,0,0,0,0,0,0,0
"d9eea834805833ac21a86fdabedd8556",1133,5126,1564,0,749,0,254,0,2239,0,8,1199,2924,131,6440,2025,228,2240,0,0,0,0,0,0,1618,0,0,2301,3137,496,68,0,0,0,578,0,1376,0,3426,0,3423,0,0,0,63,0,0,0,723,0,0,930,931,23,17,2192,92,2747,82,0,0,0,980,5775,7773,544,15,9,413,0,2006,0,37,0,0,4976,0,2037,0,1630,0,0,12,279,0,29,143,0,1948,0,0,0,0,273,0,0,78,0,0,415,985,0,14,0,0,58,0,0,0,611,0,0,0,58,262,604,0,0,0,0,0,109,0,1055,0,323,20,0,0,0,0,0,0,0,0,0,174,0,0,0,0,1945,0,27,562,231,0,0,0,482,18,85,0,56,166,516,0,68,0,0,742,0,0,0,2741,41,0,0,179,0,325,0,204,0,0,570,0,0,0,0,0,329,619,0,0,0,0,325,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,218,601,63,39,33,0,440,1201,2953,545,157,0
"9639a3291729a3758207b47715d9205f",0,2791,1777,42,0,0,0,2396,2150,0,0,0,1256,2743,2037,3032,0,0,0,1392,0,5,0,0,0,0,0,2031,0,0,0,0,0,553,2022,0,2634,0,2882,447,2697,0,0,0,1426,0,365,1488,0,659,1097,0,0,0,2882,1713,108,1184,3674,60,0,0,0,2555,2263,0,188,0,0,0,1749,0,2151,6,0,1577,0,1739,0,0,0,0,306,0,1836,20,0,0,0,576,235,0,535,332,0,0,985,725,1042,424,0,1633,1141,28,428,939,0,0,939,0,222,0,79,83,328,354,0,1072,0,142,0,700,2651,29,0,0,1073,312,0,0,325,0,1539,0,510,402,0,0,408,0,255,0,391,3793,419,577,120,0,0,536,1289,385,0,69,0,118,773,35,496,2213,0,0,405,350,0,509,0,973,203,0,114,434,0,883,0,640,0,138,0,558,0,339,0,570,0,118,0,1713,317,155,0,1177,256,109,688,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0
"00a96fbd0ac34bfd245f9c24f8737f7d",181,632,1977,15,98,0,43,114,166,0,0,209,322,3751,25,38,295,0,1564,958,168,601,0,0,0,0,3586,354,899,531,225,0,213,2265,2284,13053,372,767,26,675,546,47,510,0,2079,0,64,2490,0,2786,15,81,0,0,3082,30,363,15,170,0,119,0,0,268,31,114,218,172,0,1973,497,0,2529,0,246,3234,0,807,4495,0,0,0,975,0,99,695,254,0,496,160,562,0,191,81,0,0,296,1141,102,129,721,232,561,147,106,389,0,284,108,0,546,115,630,19,388,71,0,400,0,510,0,237,271,1047,0,0,1397,57,0,20,509,0,1062,0,126,115,1039,0,84,0,194,1582,252,338,198,230,726,0,0,118,1766,234,0,1132,0,33,140,1152,342,836,0,0,53,1583,669,492,0,355,97,0,537,226,0,376,0,182,0,808,0,354,0,45,0,81,0,441,0,572,87,653,0,802,573,1386,86,151,199,106,520,457,393,641,409,0,0,0,0,0,0,0,402,557,72,95,175,48,0,0,0,0,0,0,0
"8e175abe6a746b8f33bae9cd7c8192bb",0,0,0,2455,0,0,0,0,0,0,0,921,0,48,530,44,3143,11287,1025,0,247,0,0,0,533,0,120,0,0,1919,720,0,0,1138,38,0,0,0,0,158,0,7360,0,151,33,0,895,0,787,318,451,0,168,8890,0,0,531,0,0,983,2718,0,10939,0,50,0,0,0,3823,0,0,0,71,0,988,0,0,0,69,1356,0,0,0,0,33,336,55,0,33,289,273,0,24,134,0,0,66,963,114,0,37,607,46,0,81,325,0,0,359,0,0,0,0,32,123,0,649,171,0,38,0,0,310,81,3045,0,48,20,0,0,0,0,600,0,91,41,305,0,0,0,17,280,328,110,12,163,169,0,0,229,25,61,0,231,0,39,131,118,161,255,0,0,61,65,54,166,8,26,41,0,0,235,0,267,0,43,0,66,0,0,0,64,0,54,0,74,4046,309,29,0,0,28,126,0,15,0,5114,3236,1542,2021,339,1848,340,0,0,0,0,0,0,0,1900,934,625,538,96,113,0,0,0,0,0,16,82
"bed671b4676144142cebd192b690f499",79,1249,785,0,87,146,0,1052,1359,436,324,240,2479,552,771,1977,232,0,1039,954,569,0,408,0,0,2594,106,595,509,304,400,181,0,182,518,0,827,0,969,139,753,1144,0,0,397,0,37,1219,0,477,824,99,0,0,1207,1301,39,652,694,0,2139,4736,0,1924,1766,97,2937,0,0,76,768,3868,777,1194,1452,1981,232,929,154,0,0,0,318,13,190,318,191,0,227,313,315,0,367,62,0,0,107,565,167,218,314,259,159,92,99,278,0,20,93,513,97,0,103,20,225,143,32,359,0,514,0,188,157,388,0,56,291,119,0,0,402,0,1610,0,53,21,561,0,82,0,182,951,423,333,215,101,88,0,0,158,384,127,0,321,706,66,418,451,62,479,167,0,30,517,413,154,0,932,422,0,853,107,87,686,0,320,0,435,0,803,0,235,417,310,0,54,0,365,428,584,0,139,71,519,192,218,527,460,618,554,217,365,119,0,0,0,0,0,0,0,788,1035,507,1388,814,69,427,2092,1336,3261,421,0,0
"c67445ed68d61f49e41b7bdd1de019fb",193,0,0,822,223,1952,25,195,162,2868,2365,81,288,0,62,54,0,327,84,0,200,35,592,329,852,217,25,64,538,103,65,3989,242,29,0,4303,67,0,80,16,93,905,0,1746,17,249,1099,19,1702,47,123,171,903,3862,0,53,358,37,52,312,331,451,178,266,106,423,450,5644,179,157,87,382,13,256,217,0,2160,86,28,2401,101,0,0,76,6,0,0,1094,0,70,25,323,38,0,0,908,0,30,0,19,0,9,0,13,0,13,284,30,0,110,0,65,68,0,0,26,291,0,2557,33,1819,0,0,0,684,77,0,0,0,26,0,0,153,1384,0,0,0,1052,0,748,0,0,107,75,0,0,15,62,918,0,0,10,737,13,85,0,0,9,11,32,114,2439,0,0,0,0,2457,60,0,1337,0,0,31,0,5348,27,777,21,69,61,921,76,182,0,1628,0,670,0,0,110,5210,0,27,305,5,0,25,20,24,0,9,51,49,905,1337,1161,1340,2014,102,4924,117,53,277,206,25,5,216,589,346,1055,353,105,305
"76b39e86c95e0c7dd8b9c57b974f6532",0,28,102,0,0,8746,0,0,0,10028,11062,16,0,139,0,0,0,0,1521,38,118,0,740,3514,0,22,0,695,0,0,143,8875,1279,434,114,5063,351,0,0,765,165,3784,0,0,94,1673,0,0,0,402,0,0,0,0,0,0,0,0,0,0,4709,2931,0,0,0,8,3109,2760,0,0,157,859,126,479,1900,30,9876,926,0,0,0,1039,0,0,0,27,0,0,0,30,25,0,41,0,1966,45,0,142,0,0,60,0,0,0,0,0,0,39,0,0,16,0,159,0,0,0,0,0,0,48,39,0,0,24,0,0,0,0,1623,33,0,0,153,0,0,63,33,0,0,0,0,135,90,0,0,0,203,0,0,0,0,57,230,41,0,0,36,27,66,147,0,0,0,0,38,199,0,109,0,0,0,0,0,0,0,0,173,179,0,21,218,0,0,0,0,73,0,0,0,177,0,29,0,325,0,0,183,254,154,120,73,224,353,0,0,0,0,0,0,0,458,289,178,208,33,16,0,0,0,0,65,0,0
"945184b6386c192c0066e0a98a154780",0,0,0,0,0,262,0,0,0,39,83,0,0,598,5,0,0,0,0,0,0,5446,22,0,589,35,0,10,0,0,0,2199,0,0,696,57,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,14179,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,10,302,4,0,74,856,0,0,35,335,608,0,0,0,0,0,0,0,0,0,553,0,0,935,0,0,0,0,8,0,0,0,0,0,0,778,0,0,0,35,0,0,0,0,693,0,0,3231,0,0,10,0,0,0,39,0,0,435,6255,0,1205,0,328,0,7,0,5125,14,251,0,0,0,0,5,0,28,0,667,0,0,0,0,0,0,0,0,0,0,0,96,1095,0,0,0,0,0,0,0,919,0,0,0,0,10074,23,0,0,0,403,0,106,0,0,4779,0,0,0,0,0,0,0,0,0,0,0,5855,2761,2901,2013,428,1256,15819,53,67,136,20,132,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"c48070f3061b086b60ff32f77e0002fa",0,2260,3531,0,0,0,0,98,345,0,0,0,399,2183,0,0,0,3554,872,582,301,0,0,0,0,0,192,2236,0,0,0,0,0,935,1823,0,499,55,0,754,1921,721,10,0,1699,0,114,3758,0,872,1090,0,0,66,4887,0,35,0,844,0,1804,0,3712,345,0,0,134,0,214,503,557,0,1624,0,1034,3170,0,1709,190,0,0,0,752,0,219,175,45,0,264,85,204,0,245,615,0,0,315,1212,142,168,1058,368,151,9,285,358,0,66,54,0,174,19,47,172,65,33,0,1023,0,212,0,62,596,207,0,0,1589,105,0,0,863,0,733,0,177,397,276,0,10,0,163,1858,132,590,87,81,158,0,0,830,1935,704,0,550,0,206,307,331,209,1216,0,0,125,1563,853,172,0,313,243,0,971,117,0,626,0,289,0,75,0,722,0,102,0,137,0,334,0,260,584,68,0,1247,76,0,547,688,388,348,407,332,87,110,177,0,0,0,0,0,0,0,2759,942,954,299,238,247,0,0,0,0,0,0,0
"818434292143daca42a3168f3728da82",0,0,35,0,0,444,0,45,1015,2297,1423,1194,1062,0,976,442,48,871,386,0,257,9,300,1118,125,2213,0,0,4,734,669,997,941,0,0,3860,0,0,1098,0,0,2806,0,565,0,920,0,0,702,0,0,0,522,52,35,396,22,955,1993,39,1433,5149,521,2201,1861,8,4215,577,206,13,0,3842,0,3245,1216,80,3189,0,0,2282,0,0,0,360,0,0,0,537,268,142,102,0,0,0,0,135,0,515,0,0,695,0,0,0,0,590,0,247,0,510,0,353,475,0,0,0,695,0,0,0,410,0,0,0,259,1261,0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,1144,294,0,0,0,0,0,0,0,0,0,907,0,530,0,0,0,0,0,734,0,0,0,483,0,787,0,0,0,0,0,674,0,10,0,1597,0,0,1037,1613,0,551,0,0,0,756,0,0,0,0,0,0,0,0,441,896,832,585,675,199,458,203,36,94,139,3,0,0,0,0,0,0,0,0,0,434,852,1300,2448,736,95,192
"e865f29a716e8d51f83931befa951240",0,514,397,30,0,0,0,93,161,0,0,101,130,3453,738,599,1720,0,563,217,10,0,0,0,176,128,465,1250,0,1297,232,0,0,1794,2398,0,725,0,603,717,1773,107,3,67,3523,0,137,2415,124,1070,203,0,390,0,952,579,213,559,128,5,84,219,0,101,1039,0,589,0,0,14,766,240,2262,72,208,358,0,1195,86,57,0,0,260,0,6,1031,322,0,737,119,215,0,1249,251,0,0,647,686,47,0,562,124,533,177,222,200,0,5,26,0,450,0,12,28,504,0,0,370,0,697,0,661,28,881,0,0,338,56,0,17,354,0,938,0,502,376,1351,0,725,0,222,4029,227,0,202,158,753,0,0,268,602,181,0,1615,0,52,869,651,244,1557,0,0,0,2184,520,591,0,1507,419,0,306,17,0,1080,0,0,0,1564,0,10,0,0,0,47,0,267,0,533,22,590,0,180,144,3916,42,0,406,506,347,522,82,258,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,908,2105,551,1382,90,7,0
