"","GO-Pt1-Baseline","GO-Pt1-C1D1","GO-Pt1-C1D3","GO-Pt1-C1D7","GO-Pt1-C2D1","GO-Pt1-C3D1","GO-Pt1-Final","GO-Pt11-Baseline","GO-Pt11-C1D3","GO-Pt11-C1D7","GO-Pt11-C2D1","GO-Pt12-Baseline","GO-Pt12-C1D1","GO-Pt12-C1D3","GO-Pt12-C1D7","GO-Pt12-C2D1","GO-Pt12-C3D1","GO-Pt13-Baseline","GO-Pt13-C1D1","GO-Pt13-C1D3","GO-Pt13-C1D7","GO-Pt13-C2D1","GO-Pt13-C3D1","GO-Pt14-Baseline","GO-Pt14-C1D1","GO-Pt14-C1D3","GO-Pt14-C2D1","GO-Pt14-C3D1","GO-Pt14-Final","GO-Pt15-Baseline","GO-Pt15-C1D1","GO-Pt15-C1D3","GO-Pt15-C1D7","GO-Pt15-C2D1","GO-Pt17-Baseline","GO-Pt17-C1D1","GO-Pt17-C1D7","GO-Pt17-C2D1","GO-Pt17-C3D1","GO-Pt17-Final","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt18-C1D3","GO-Pt18-C1D7","GO-Pt18-C2D1","GO-Pt18-C3D1","GO-Pt19-Baseline","GO-Pt19-C1D3","GO-Pt19-C1D7","GO-Pt19-C2D1","GO-Pt19-C3D1","GO-Pt2-Baseline","GO-Pt2-C1D1","GO-Pt2-C1D3","GO-Pt2-C1D7","GO-Pt2-C2D1","GO-Pt2-C3D1","GO-Pt20-Baseline","GO-Pt20-C1D1","GO-Pt20-C1D3","GO-Pt20-C1D7","GO-Pt20-C2D1","GO-Pt20-C3D1","GO-Pt21-Baseline","GO-Pt21-C1D1","GO-Pt21-C1D3","GO-Pt21-C1D7","GO-Pt22-Baseline","GO-Pt22-C1D1","GO-Pt22-C1D3","GO-Pt22-C1D7","GO-Pt22-C2D1","GO-Pt23-Baseline","GO-Pt23-C1D1","GO-Pt23-C1D3","GO-Pt23-C1D7","GO-Pt23-C2D1","GO-Pt23-C3D1","GO-Pt24-Baseline","GO-Pt24-C1D1","GO-Pt25-Baseline","GO-Pt25-C1D1","GO-Pt25-C1D3","GO-Pt25-C2D1","GO-Pt25-C3D1","GO-Pt25-Final","GO-Pt29-Baseline","GO-Pt29-C1D1","GO-Pt29-C1D3","GO-Pt29-C2D1","GO-Pt29-C3D1","GO-Pt30-Baseline","GO-Pt30-C1D1","GO-Pt30-C1D3","GO-Pt30-C3D1","GO-Pt31-Baseline","GO-Pt31-C1D1","GO-Pt31-C1D3","GO-Pt31-C1D7","GO-Pt31-C2D1","GO-Pt31-C3D1","GO-Pt31-Final","GO-Pt32-Baseline","GO-Pt32-C1D1","GO-Pt32-C1D3","GO-Pt32-C1D7","GO-Pt32-C2D1","GO-Pt33-Baseline","GO-Pt33-C1D1","GO-Pt33-C1D3","GO-Pt33-C1D7","GO-Pt33-C2D1","GO-Pt33-Final","GO-Pt34-Baseline","GO-Pt34-C1D1","GO-Pt34-C1D3","GO-Pt35-Baseline","GO-Pt35-C1D1","GO-Pt35-C1D3","GO-Pt35-C1D7","GO-Pt35-C2D1","GO-Pt35-C3D1","GO-Pt35-Final","GO-Pt38-Baseline","GO-Pt38-C1D1","GO-Pt38-C1D3","GO-Pt38-C1D7","GO-Pt38-C2D1","GO-Pt38-C3D1","GO-Pt38-Final","GO-Pt39-Baseline","GO-Pt4-Baseline","GO-Pt4-C1D1","GO-Pt4-C1D3","GO-Pt4-C2D1","GO-Pt4-C3D1","GO-Pt40-Baseline","GO-Pt40-C1D3","GO-Pt40-C1D7","GO-Pt42-Baseline","GO-Pt42-C1D1","GO-Pt42-C1D3","GO-Pt42-C1D7","GO-Pt42-C2D1","GO-Pt42-C3D1","GO-Pt42-Final","GO-Pt43-Baseline","GO-Pt43-C1D1","GO-Pt43-C1D3","GO-Pt43-C1D7","GO-Pt43-C2D1","GO-Pt43-C3D1","GO-Pt43-Final","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt44-C1D3","GO-Pt44-C1D7","GO-Pt44-C2D1","GO-Pt45-Baseline","GO-Pt45-C1D1","GO-Pt45-C1D3","GO-Pt45-C1D7","GO-Pt45-C2D1","GO-Pt45-C3D1","GO-Pt45-Final","GO-Pt47-Baseline","GO-Pt47-C1D1","GO-Pt47-C1D3","GO-Pt47-C1D7","GO-Pt47-C2D1","GO-Pt50-Baseline","GO-Pt50-C1D1","GO-Pt50-C1D3","GO-Pt50-C1D7","GO-Pt50-C2D1","GO-Pt50-C3D1","GO-Pt50-Final","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt6-C1D1","GO-Pt6-C1D3","GO-Pt6-C1D7","GO-Pt6-C2D1","GO-Pt6-C3D1","GO-Pt7-Baseline","GO-Pt7-C1D1","GO-Pt7-C1D3","GO-Pt7-C1D7","GO-Pt7-C2D1","GO-Pt9b-Baseline","GO-Pt9b-C1D1","GO-Pt9b-C1D3","GO-Pt9b-C2D1","GO-Pt9b-C3D1","GO-Pt9c-C1D3"
"d__Archaea;  p__Euryarchaeota;  c__Methanobacteria;  o__Methanobacteriales;  f__Methanobacteriaceae;  g__Methanobrevibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1123,4043,767,499,1721,15,52,0,428,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,312,2392,132,736,864,381,164,53,61,139,129,61,365,0,0,0,0,0,15,561,907,522,282,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,21,1000,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,521,354,126,198,19,17,36,5,0,0,0,0,0,0,0,0,191,338,982,384,817,560,541,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,223,340,201,41,155
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,1484,359,40,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalitalea",1959,1441,3132,2114,1557,94,1206,0,0,0,0,0,4,0,0,5,0,159,484,458,826,333,134,1292,480,591,621,418,11,64,43,13,10,192,0,0,0,0,0,0,1370,2153,5440,1613,1944,1063,0,10,88,162,18,0,0,0,0,0,0,50,296,30,43,32,59,0,0,0,0,0,0,0,8,334,0,0,0,0,0,0,29,146,0,0,8,0,0,0,4,0,0,0,12,14,7,0,42,0,0,0,0,0,0,0,27,77,196,212,23,0,0,0,0,0,300,844,636,1004,0,0,0,0,0,0,0,22,8,5,5,41,17,35,0,35,12,7,27,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,136,60,71,37,8,0,0,19,7,0,10,12,0,69,426,168,119,0,0,0,0,3,0,4,0,5,17,9,0,21,0,448,680,551,2397,236,203,1938,342,584,198,344,0,90,14,50,60,150,46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemanella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,1983,2215,1013,2023,533,0,0,0,0,0,0,0,0,0,1846,1076,3517,3113,1880,644,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,2341,1064,1491,1046,1254,1445,1256,773,748,0,0,0,0,0,0,0,322,341,173,330,809,1546,441,2741,1996,481,2077,2155,0,0,0,0,0,229,317,476,317,827,921,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemania",29,9,40,0,0,6,11,0,0,0,0,9,14,30,46,24,14,21,60,27,31,10,9,20,50,38,51,20,5,14,35,39,17,7,11,22,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,7,11,7,8,0,0,0,0,112,132,89,14,23,0,8,0,9,0,19,36,95,0,9,11,0,10,5,0,0,0,0,0,26,17,8,23,0,0,6,5,11,0,7,0,0,3,0,0,0,0,0,0,0,0,49,12,0,0,0,0,0,0,0,0,33,75,41,31,50,17,19,0,8,23,6,0,22,4,30,7,11,0,6,0,16,2,5,13,0,30,32,13,24,0,64,22,7,10,0,3,0,8,8,10,4,5,0,0,0,0,0,3,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,18,26,0,0,18,18,11,19,9,0,0,0,0,0,3,13,7,8,7,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Merdibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,100,68,96,59,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177,25,31,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,18,0,6,25,8,0,0,3,0,7,7,9,0,0,15,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,15,11,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Solobacterium",0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,87,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,4,0,4,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,528,233,52,333,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Turicibacter",37,0,52,1673,75,0,23,31,0,242,6,7,13,5,129,152,634,20,91,33,55,24,38,1821,95,93,59,173,607,253,954,109,65,1731,0,0,0,0,0,0,0,0,0,0,0,0,35,60,0,0,0,980,911,280,2711,231,567,0,20,0,26,0,0,0,0,16,19,57,59,9,110,58,0,0,0,8,0,0,0,92,19,34,43,17,25,6,505,430,72,221,194,0,0,0,3,109,140,269,8,6,0,35,26,103,30,1081,0,567,118,259,119,693,84,0,0,0,0,0,0,0,0,0,0,13,3,125,108,17,103,61,404,0,0,0,0,0,0,0,22,0,4,0,0,11,0,0,0,0,0,0,0,0,12,145,28,23,218,0,284,23,139,22,72,32,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,458,195,890,36,14,8,31,0,0,0,0,0,27,14,0,0,211,0,37,16,107,42,12,135,1221,41,0,0,17,5,5,0,22,17
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__uncultured",0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,160,411,228,157,14,45,0,0,0,0,0,17,158,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,76,92,31,6,13,0,0,0,0,0,139,34,43,127,34,70,442,190,58,8,43,14,69,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,88,139,47,127,87,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Izemoplasmatales;  f__Izemoplasmatales;  g__Izemoplasmatales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,8,0,8,23,0,0,0,0,0,6,283,605,147,120,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,6,4,11,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Aerococcaceae;  g__Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Carnobacteriaceae;  g__Granulicatella",0,0,4,0,0,0,0,19,45,31,0,0,8,7,14,24,26,9,19,5,0,0,0,0,6,8,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,94,31,30,15,13,7,13,18,0,123,0,23,0,0,0,0,0,0,0,37,0,0,0,19,0,6,9,0,0,0,7,5,7,0,0,0,0,0,0,11,6,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,9,0,16,0,11,0,13,5,0,25,0,0,7,0,0,0,4,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,0,20,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Enterococcaceae;  g__Enterococcus",0,0,0,0,0,24,2557,0,0,99,1806,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085,50,68,166,38,56,608,21,16,0,65,62,0,0,0,0,15,0,0,12,0,0,0,0,144,79,12,0,17,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,561,31,0,8,11,0,204,301,110,123,45,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,121,21,387,59,6,0,0,0,0,90,24,117,0,2782,0,0,0,0,0,0,0,30,18,9,0,0,8,0,25,35,137,56,23,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,506,24,0,283,290,101,211,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus",12,13,355,56,116,15,165,790,103,206,13,33,41,29,6,10,0,0,29,10,37,52,136,121,78,3,0,28,0,0,34,4,9,10,0,8,201,47,0,47,0,36,31,0,6,0,574,396,279,192,99,1641,568,29187,6214,8916,1664,0,4,13,13,5,14,0,18,0,48,0,0,82,0,49,3,117,34,173,193,414,40,146,3,49,38,12,0,17,0,0,0,0,794,63,14,7,133,41,36,258,0,0,0,8,4,0,5,21,78,1309,728,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,95,23,37,0,0,16,0,62,531,77,59,10,8,8,0,5,0,0,6,129,64,0,47,4,24,0,0,0,0,806,2183,771,3137,8106,236,19,0,0,4,0,19,19,57,273,0,22,36,74,134,33,84,70,56,67,54,44,89,60,43,224,914,520,551,395,206,15,187,0,3,0,31,0,0,14,0,49,139,0,104,39,22,7965,8566,49,18,326,61,101714,6,0,0,6,187,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Pediococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1514,763,11824,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,61,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,183,45,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,953,255,4339,964,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Leuconostoc",0,0,0,0,0,0,0,12,0,12,64,0,0,0,0,6,5,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,8,28,0,7,15,0,4,172,0,0,0,0,55,0,0,0,0,10,11,3,15,3,0,2,0,22,0,0,4,0,0,0,19,49,0,14,135,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,11,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Weissella",0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1322,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Lactococcus",0,0,0,9,26,7,336,25,0,90,480,11,14,0,1094,10,24,7,0,5,0,0,5,98,32,0,7,13,6,9,0,0,0,12,13,0,5,11,0,0,0,0,12,23,0,11,4,122,21,0,0,10,4,788,56,0,0,0,17,0,136,19,29,0,0,37,105,68,87,15,0,95,0,0,0,4,0,11,12,41,0,0,0,14,0,0,0,0,10,0,0,0,3,0,0,62,4,0,4,16,0,0,25,0,13,0,13,10,0,0,99,50,0,0,169,0,0,9,0,0,0,62,0,0,25,4,10,0,10,24,0,0,12,0,0,0,0,0,0,5,5,12,0,0,9,0,10,0,0,0,0,4,0,0,0,27,14,8,20,0,14,0,18,36,4,0,0,0,0,0,0,0,0,469,0,0,678,10,0,8,18,8,9,0,10,52,7,12,6,8,9,0,0,0,147,0,3,0,0,0,5,0,0,6,9,0,17,0,0,0,7,9,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus",359,360,5244,2413,1320,2131,666,2745,8149,4956,1954,181,3010,702,1197,5132,1820,435,793,441,344,2970,2676,195,1759,247,132,553,289,140,46,11,4,645,104,528,1200,409,22,918,7640,8006,11325,7331,14300,18049,2716,8484,3605,4546,2984,7404,10587,11298,14576,22485,20438,5,3045,1042,67,452,29,235,59,206,1142,300,319,196,3387,937,198,528,145,790,845,1952,995,2602,67,366,339,369,22,190,2488,1952,1403,1774,3358,562,38,68,715,761,125,93,7,14,4,66,44,963,269,980,194,177,223,274,162,547,17,84,287,133,25,98,109,517,233,257,332,882,551,178,56,66,115,81,6741,1301,2261,148,2679,1540,39,178,678,209,294,96,64,40,184,97,973,49,195,255,53,23,240,371,375,245,511,1646,1488,174,385,220,50,250,165,630,1203,2274,352,400,888,1334,2436,885,3985,2536,2300,142,91,393,220,45,75,134,202,211,178,602,102,170,849,26,153,59,73,20,107,25,695,1687,1246,550,410,460,829,347,780,1225,2353,138,265,5714,36,106,119,82,318,820
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales; NA; NA",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__RF39;  f__RF39;  g__RF39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,161,73,32,398,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,106,177,1244,1512,132,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,360,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,157,181,168,68,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,11,50,97,9,4,176
"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Gemellaceae;  g__Gemella",0,0,0,0,0,0,0,25,15,34,30,0,9,4,9,14,109,12,21,0,0,5,4,3,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,11,9,11,7,3,0,0,6,0,0,17,42,0,8,9,0,0,0,0,0,0,13,4,7,0,16,5,8,9,0,0,0,0,0,7,0,0,0,0,0,0,13,0,8,0,129,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,5,0,4,4,0,5,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
